faction,gameSystem,spellId,name,type,threshold,effect,effectSkirmish,spellbookId
Battle Brothers,grimdark-future-star-quest,iBpcF,Cursed Ground,2,2,"Target 4 enemy units within 18"" move -2"" next time they Advance, or -4"" next time they Charge/Rush.","Target 4 enemy units within 18"" move -2"" next time they Advance, or -4"" next time they Charge/Rush.",tnhFl
Battle Brothers,grimdark-future-star-quest,IiOah,Cerebral Trauma,0,2,"Target enemy model within 12"" takes 1 hit with AP(4).","Target enemy model within 12"" takes 1 hit with AP(4).",QO6Oj
Battle Brothers,grimdark-future-star-quest,L_-cl,Time Passage,1,3,"Target 4 friendly units within 12"" get AP(+3) next time they charge.","Target 4 friendly units within 12"" get AP(+3) next time they charge.",wdqGV
Battle Brothers,grimdark-future-star-quest,98xBf,Lightning Fog,0,3,"Target 2 enemy units within 12"" take 3 hits each.","Target 2 enemy units within 12"" take 3 hits each.",6LaIv
Berserker Clans,grimdark-future-star-quest,RM692,Foresight,1,1,"Target 2 friendly units within 12"" get +1 to hit rolls next time they shoot.","Target 2 friendly units within 12"" get +1 to hit rolls next time they shoot.",YrfEc
Berserker Clans,grimdark-future-star-quest,_dWTK,Flame Breath,0,1,"Target enemy unit within 12"" takes 1 hit with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Berserker Clans,grimdark-future-star-quest,mNU5w,Protective Dome,1,2,"Target 6 friendly units within 12"" get Stealth next time they are shot at.","Target 6 friendly units within 12"" get Stealth next time they are shot at.",Dy8JS
Berserker Clans,grimdark-future-star-quest,91lMM,Expel,0,2,"Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).","Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).",tNVWP
Berserker Clans,grimdark-future-star-quest,djSzF,Psychic Speed,1,3,"Target 4 friendly units within 12"" get +3"" next time they Advance, or +6"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +3"" next time they Advance, or +6"" next time they Rush/Charge.",qel4I
Berserker Clans,grimdark-future-star-quest,TmuOs,Tempest,0,3,Target enemy unit within 18” takes 2 hits with Blast(3).,Target enemy unit within 18” takes 2 hits with Blast(3).,_fl49
Blessed Sisters,grimdark-future-star-quest,PXKkZ,Holy Tears,1,1,"Target 4 friendly units within 12"" get Poison next time they fight in melee.","Target 4 friendly units within 12"" get Poison next time they fight in melee.",9aOrY
Blessed Sisters,grimdark-future-star-quest,e1cKU,Eternal Flame,0,1,Target enemy unit within 12” takes 2 hits.,Target enemy unit within 12” takes 2 hits.,2R1eh
Blessed Sisters,grimdark-future-star-quest,J0DHx,Heretics,2,2,"Target 4 enemy units within 18"" get -1 to defense rolls next time they take hits.","Target 4 enemy units within 18"" get -1 to defense rolls next time they take hits.",fXthP
Blessed Sisters,grimdark-future-star-quest,Ppwg0,Admonition,0,2,"Target enemy model within 12"" takes 1 hit with AP(4).","Target enemy model within 12"" takes 1 hit with AP(4).",QO6Oj
Blessed Sisters,grimdark-future-star-quest,FlokU,Litanies,1,3,"Target 4 friendly units within 12"" get +18"" range next time they shoot.","Target 4 friendly units within 12"" get +18"" range next time they shoot.",OetpX
Blessed Sisters,grimdark-future-star-quest,WojQ5,Righteous Wrath,0,3,"Target 2 enemy units within 12"" take 3 hits each.","Target 2 enemy units within 12"" take 3 hits each.",6LaIv
Blood Brothers,grimdark-future-star-quest,XocHv,Fear,2,1,"Target 4 enemy units within 18"" move -1"" next time they Advance, or -2"" next time they Charge/Rush.","Target 4 enemy units within 18"" move -1"" next time they Advance, or -2"" next time they Charge/Rush.",tnhFl
Blood Brothers,grimdark-future-star-quest,rTbGA,Lance,0,1,"Target enemy model within 6"" takes 1 hit with AP(4).","Target enemy model within 6"" takes 1 hit with AP(4).",QO6Oj
Blood Brothers,grimdark-future-star-quest,waGkt,Quickness,1,2,"Target 4 friendly units within 12"" get AP(+2) next time they charge.","Target 4 friendly units within 12"" get AP(+2) next time they charge.",wdqGV
Blood Brothers,grimdark-future-star-quest,Vflft,Blood Curse,0,2,"Target 2 enemy units within 12"" take 2 hits each.","Target 2 enemy units within 12"" take 2 hits each.",6LaIv
Blood Brothers,grimdark-future-star-quest,X4OVM,Break Shields,2,3,"Target 4 enemy units within 18"" get -2 to defense rolls next time they take hits.","Target 4 enemy units within 18"" get -2 to defense rolls next time they take hits.",fXthP
Blood Brothers,grimdark-future-star-quest,j3c3o,Rage Burst,0,3,"Target enemy unit within 12"" takes 3 hits with AP(2).","Target enemy unit within 12"" takes 3 hits with AP(2).",cJZ_-
Blood Prime Brothers,grimdark-future-star-quest,4IayG,Fear,2,1,"Target 4 enemy units within 18"" move -1"" next time they Advance, or -2"" next time they Charge/Rush.","Target 4 enemy units within 18"" move -1"" next time they Advance, or -2"" next time they Charge/Rush.",tnhFl
Blood Prime Brothers,grimdark-future-star-quest,Qjz6j,Lance,0,1,"Target enemy model within 6"" takes 1 hit with AP(4).","Target enemy model within 6"" takes 1 hit with AP(4).",QO6Oj
Blood Prime Brothers,grimdark-future-star-quest,qIlqk,Quickness,1,2,"Target 4 friendly units within 12"" get AP(+2) next time they charge.","Target 4 friendly units within 12"" get AP(+2) next time they charge.",wdqGV
Blood Prime Brothers,grimdark-future-star-quest,GYfbK,Blood Curse,0,2,"Target 2 enemy units within 12"" take 2 hits each.","Target 2 enemy units within 12"" take 2 hits each.",6LaIv
Blood Prime Brothers,grimdark-future-star-quest,CFcVg,Break Shields,2,3,"Target 4 enemy units within 18"" get -2 to defense rolls next time they take hits.","Target 4 enemy units within 18"" get -2 to defense rolls next time they take hits.",fXthP
Blood Prime Brothers,grimdark-future-star-quest,Fsp_2,Rage Burst,0,3,"Target enemy unit within 12"" takes 3 hits with AP(2).","Target enemy unit within 12"" takes 3 hits with AP(2).",cJZ_-
Brute Coalitions,grimdark-future-star-quest,RM692,Foresight,1,1,"Target 2 friendly units within 12"" get +1 to hit rolls next time they shoot.","Target 2 friendly units within 12"" get +1 to hit rolls next time they shoot.",YrfEc
Brute Coalitions,grimdark-future-star-quest,_dWTK,Flame Breath,0,1,"Target enemy unit within 12"" takes 1 hit with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Brute Coalitions,grimdark-future-star-quest,mNU5w,Protective Dome,1,2,"Target 6 friendly units within 12"" get Stealth next time they are shot at.","Target 6 friendly units within 12"" get Stealth next time they are shot at.",Dy8JS
Brute Coalitions,grimdark-future-star-quest,91lMM,Expel,0,2,"Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).","Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).",tNVWP
Brute Coalitions,grimdark-future-star-quest,djSzF,Psychic Speed,1,3,"Target 4 friendly units within 12"" get +3"" next time they Advance, or +6"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +3"" next time they Advance, or +6"" next time they Rush/Charge.",qel4I
Brute Coalitions,grimdark-future-star-quest,TmuOs,Tempest,0,3,Target enemy unit within 18” takes 2 hits with Blast(3).,Target enemy unit within 18” takes 2 hits with Blast(3).,_fl49
Change Disciples,grimdark-future-star-quest,GsKdn,Breath of Change,1,1,"Target 4 friendly units within 12"" get +1"" next time they Advance, or +2"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +1"" next time they Advance, or +2"" next time they Rush/Charge.",qel4I
Change Disciples,grimdark-future-star-quest,nWwXi,Blaze,0,1,"Target enemy unit within 12"" takes 1 hit with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Change Disciples,grimdark-future-star-quest,qqK-Z,Steal Power,2,2,"Target 4 enemy units within 18"" get -1 to hit rolls next time they shoot.","Target 4 enemy units within 18"" get -1 to hit rolls next time they shoot.",EGmug
Change Disciples,grimdark-future-star-quest,LzuC-,Inferno,0,2,Target enemy unit within 18” takes 1 hit with Blast(3).,Target enemy unit within 18” takes 1 hit with Blast(3).,_fl49
Change Disciples,grimdark-future-star-quest,O_vRM,Loyalty,1,3,"Target 6 friendly units within 12"" get Regeneration next time they take wounds.","Target 6 friendly units within 12"" get Regeneration next time they take wounds.",JYSJ7
Change Disciples,grimdark-future-star-quest,WSsw3,Bolt of Change,0,3,"Target enemy unit within 12"" takes 1 hit with AP(4) and Deadly(3).","Target enemy unit within 12"" takes 1 hit with AP(4) and Deadly(3).",tNVWP
City Runners,grimdark-future-star-quest,RM692,Foresight,1,1,"Target 2 friendly units within 12"" get +1 to hit rolls next time they shoot.","Target 2 friendly units within 12"" get +1 to hit rolls next time they shoot.",YrfEc
City Runners,grimdark-future-star-quest,_dWTK,Flame Breath,0,1,"Target enemy unit within 12"" takes 1 hit with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
City Runners,grimdark-future-star-quest,mNU5w,Protective Dome,1,2,"Target 6 friendly units within 12"" get Stealth next time they are shot at.","Target 6 friendly units within 12"" get Stealth next time they are shot at.",Dy8JS
City Runners,grimdark-future-star-quest,91lMM,Expel,0,2,"Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).","Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).",tNVWP
City Runners,grimdark-future-star-quest,djSzF,Psychic Speed,1,3,"Target 4 friendly units within 12"" get +3"" next time they Advance, or +6"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +3"" next time they Advance, or +6"" next time they Rush/Charge.",qel4I
City Runners,grimdark-future-star-quest,TmuOs,Tempest,0,3,Target enemy unit within 18” takes 2 hits with Blast(3).,Target enemy unit within 18” takes 2 hits with Blast(3).,_fl49
Custodian Brothers,grimdark-future-star-quest,gwOV3,Blurred Sight,2,1,"Target 2 enemy units within 18"" get -1 to hit rolls next time they shoot.","Target 2 enemy units within 18"" get -1 to hit rolls next time they shoot.",EGmug
Custodian Brothers,grimdark-future-star-quest,YFdQT,Psychic Terror,0,1,"Target enemy unit within 12"" takes 1 hit with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Custodian Brothers,grimdark-future-star-quest,pJ1_V,Cerebral Trauma,2,2,"Target enemy model within 12"" takes 1 hit with AP(4).","Target enemy model within 12"" takes 1 hit with AP(4).",QO6Oj
Custodian Brothers,grimdark-future-star-quest,YexgZ,Cursed Ground,2,2,"Target 4 enemy units within 18"" move -2"" next time they Advance, or -4"" next time they Charge/Rush.","Target 4 enemy units within 18"" move -2"" next time they Advance, or -4"" next time they Charge/Rush.",tnhFl
Custodian Brothers,grimdark-future-star-quest,lQtJR,Time Passage,1,3,"Target 4 friendly units within 12"" get AP(+3) next time they charge.","Target 4 friendly units within 12"" get AP(+3) next time they charge.",wdqGV
Custodian Brothers,grimdark-future-star-quest,GZvZ5,Lightning Fog,0,3,"Target 2 enemy units within 12"" take 3 hits each.","Target 2 enemy units within 12"" take 3 hits each.",6LaIv
DAO Union,grimdark-future-star-quest,NHo8y,Patience,1,1,"Target 4 friendly units within 12"" get Stealth next time they are shot at.","Target 4 friendly units within 12"" get Stealth next time they are shot at.",Dy8JS
DAO Union,grimdark-future-star-quest,CNGAN,Killing Blow,0,1,"Target enemy model within 6"" takes 1 hit with AP(4).","Target enemy model within 6"" takes 1 hit with AP(4).",QO6Oj
DAO Union,grimdark-future-star-quest,AJix2,Boldness,1,2,"Target 4 friendly units within 12"" get +2"" next time they Advance, or +4"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +2"" next time they Advance, or +4"" next time they Rush/Charge.",qel4I
DAO Union,grimdark-future-star-quest,ERNBr,Devastating Strike,0,2,Target enemy unit within 12” takes 4 hits.,Target enemy unit within 12” takes 4 hits.,2R1eh
DAO Union,grimdark-future-star-quest,f3hnO,Pacification,2,3,"Target 4 enemy units within 18"" get -2 to hit rolls next time they fight in melee.","Target 4 enemy units within 18"" get -2 to hit rolls next time they fight in melee.",ZPTPD
DAO Union,grimdark-future-star-quest,b8tp5,Deadly Surge,0,3,"Target 2 enemy units within 12"" take 3 hits each.","Target 2 enemy units within 12"" take 3 hits each.",6LaIv
Dark Brothers,grimdark-future-star-quest,c19YO,Blurred Sight,2,1,"Target 2 enemy units within 18"" get -1 to hit rolls next time they shoot.","Target 2 enemy units within 18"" get -1 to hit rolls next time they shoot.",EGmug
Dark Brothers,grimdark-future-star-quest,0IRkW,Psychic Terror,0,1,"Target enemy unit within 12"" takes 1 hit with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Dark Brothers,grimdark-future-star-quest,iBpcF,Cursed Ground,2,2,"Target 4 enemy units within 18"" move -2"" next time they Advance, or -4"" next time they Charge/Rush.","Target 4 enemy units within 18"" move -2"" next time they Advance, or -4"" next time they Charge/Rush.",tnhFl
Dark Brothers,grimdark-future-star-quest,IiOah,Cerebral Trauma,0,2,"Target enemy model within 12"" takes 1 hit with AP(4).","Target enemy model within 12"" takes 1 hit with AP(4).",QO6Oj
Dark Brothers,grimdark-future-star-quest,L_-cl,Time Passage,1,3,"Target 4 friendly units within 12"" get AP(+3) next time they charge.","Target 4 friendly units within 12"" get AP(+3) next time they charge.",wdqGV
Dark Brothers,grimdark-future-star-quest,98xBf,Lightning Fog,0,3,"Target 2 enemy units within 12"" take 3 hits each.","Target 2 enemy units within 12"" take 3 hits each.",6LaIv
Dark Elf Raiders,grimdark-future-star-quest,cP2qf,Anxiety,2,1,"Target 4 enemy units within 18"" get -1 to their next morale test roll.","Target 4 enemy units within 18"" get -1 to their next morale test roll.",lz4dh
Dark Elf Raiders,grimdark-future-star-quest,z431N,Psych Grave,0,1,"Target 2 enemy units within 12"" take 1 hit each.","Target 2 enemy units within 12"" take 1 hit each.",6LaIv
Dark Elf Raiders,grimdark-future-star-quest,3ORBa,Drugs,1,2,"Target 4 friendly units within 12"" get Regeneration next time they take wounds.","Target 4 friendly units within 12"" get Regeneration next time they take wounds.",JYSJ7
Dark Elf Raiders,grimdark-future-star-quest,fgyPU,Pain,0,2,Target enemy unit within 12” takes 4 hits.,Target enemy unit within 12” takes 4 hits.,2R1eh
Dark Elf Raiders,grimdark-future-star-quest,j6oLQ,Adrenaline,1,3,"Target 4 friendly units within 12"" get +2 to hit next time they fight in melee.","Target 4 friendly units within 12"" get +2 to hit next time they fight in melee.",0PTkA
Dark Elf Raiders,grimdark-future-star-quest,tcH3w,Snake Bite,0,3,"Target enemy model within 12"" takes 2 hits with AP(4).","Target enemy model within 12"" takes 2 hits with AP(4).",QO6Oj
Dark Prime Brothers,grimdark-future-star-quest,_TqtK,Blurred Sight,2,1,"Target 2 enemy units within 18"" get -1 to hit rolls next time they shoot.","Target 2 enemy units within 18"" get -1 to hit rolls next time they shoot.",EGmug
Dark Prime Brothers,grimdark-future-star-quest,q7FYs,Psychic Terror,0,1,"Target enemy unit within 12"" takes 1 hit with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Dark Prime Brothers,grimdark-future-star-quest,E2Hc6,Cursed Ground,2,2,"Target 4 enemy units within 18"" move -2"" next time they Advance, or -4"" next time they Charge/Rush.","Target 4 enemy units within 18"" move -2"" next time they Advance, or -4"" next time they Charge/Rush.",tnhFl
Dark Prime Brothers,grimdark-future-star-quest,spwoE,Cerebral Trauma,0,2,"Target enemy model within 12"" takes 1 hit with AP(4).","Target enemy model within 12"" takes 1 hit with AP(4).",QO6Oj
Dark Prime Brothers,grimdark-future-star-quest,At3dW,Time Passage,1,3,"Target 4 friendly units within 12"" get AP(+3) next time they charge.","Target 4 friendly units within 12"" get AP(+3) next time they charge.",wdqGV
Dark Prime Brothers,grimdark-future-star-quest,lpVma,Lightning Fog,0,3,"Target 2 enemy units within 12"" take 3 hits each.","Target 2 enemy units within 12"" take 3 hits each.",6LaIv
Dwarf Guilds,grimdark-future-star-quest,xQ-Dv,Spite Rune ,2,1,"Target 2 enemy units within 18"" get -1 to hit rolls next time they fight in melee.","Target 2 enemy units within 18"" get -1 to hit rolls next time they fight in melee.",ZPTPD
Dwarf Guilds,grimdark-future-star-quest,plGib,Smiting Rune ,0,1,Target enemy unit within 12” takes 2 hits.,Target enemy unit within 12” takes 2 hits.,2R1eh
Dwarf Guilds,grimdark-future-star-quest,6RfYW,Battle Rune ,1,2,"Target 4 friendly units within 12"" get +2"" next time they Advance, or +4"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +2"" next time they Advance, or +4"" next time they Rush/Charge.",qel4I
